Australia,,,,,,,,,
,,,,,,,,,"Chen, Axel and Levi"
,,,,,,,,When,
,,,,,,,,,2017.00
,,,,,,,,FA Who,
,,,,,,,,,Alex Webber
,,,,,,,,FA When,
,,,,,,,,,2017.00
,,,,,,,,Description,
,,,,,,,,,The snapped anchor tree is a testament to how fragile the timber in the area is (if you look around it's not the only one that's fallen over recently). 
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,"Equalise a few trees far back from the edge and use the snapped stump as an A-Frame. This snapped tree was used for the first few rigs as the anchor, before it broke!"
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,As for main (use rope pro for the backup webbing near the anchor)
,,,,,,,,Static Main Anchor,
,,,,,,,,,3 U bolts in the back of the tallish boulder (at eye level)
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,,White Stack Area,,,,
,,,,,,,,Description,
,,,,,,,,,"There are many variations on the two lines here that are possible, bring lots of spansets for big pillar wraps. There is also potential for a long 130ish meter line off the back of white stack heading in the direction of the lighthouse (or little bluestone bay) it would be a little low in height (only 20m in parts)."
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,Starburst
,,,,,,,,Length,
,,,,,,,,,30
,,,,,,,,Height,
,,,,,,,,,20
,,,,,,,,Stars,
,,,,,,,,,2
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,Chen and Levi
,,,,,,,,When,
,,,,,,,,,2018.00
,,,,,,,,FA Who,
,,,,,,,,,NULL
,,,,,,,,FA When,
,,,,,,,,,NULL
,,,,,,,,Description,
,,,,,,,,,"Beaut little line from White Stack cliff to the island of rock 30m away. The access track down to the mainland anchor skirts a steep and exposed section of cliff, falling off or breaking a hand hold is a very real possibility, not the ideal area to bring someone uncomfortable with cliffs, consider putting in a static rope safety line, 20-30m static should do it. Also an additional 20m of rope is required to access the base of cliffs in order to scramble up the island. "
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,2x U bolts. Use a BD #5 cam to pull the masterpoint down to avoid rubbing (bolts are close together and about 6m back from the edge)
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,2x U bolts with an inconvenient 3-5m no fall zone in front of them
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,,2,,
,,,,,,,,Name,
,,,,,,,,,Bendy Wendy
,,,,,,,,Length,
,,,,,,,,,55
,,,,,,,,Height,
,,,,,,,,,40
,,,,,,,,Stars,
,,,,,,,,,2
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Levi, Simon, Drew"
,,,,,,,,When,
,,,,,,,,,1/02/2019
,,,,,,,,FA Who,
,,,,,,,,,Levi and Drew
,,,,,,,,FA When,
,,,,,,,,,1/02/2019
,,,,,,,,Description,
,,,,,,,,,"A great addition to the area, all natural and stunningly obvious. "
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,Wrap large pillar at very top of White Stack area (8-12m of spanset?)
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,Wrap boulders atop the ridgeline that separates Lassies from white stack and use a dodgy but obvious tree to redirect the anchor 6-8m down and level.
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,,Little Bluestone Bay,,,,
,,,,,,,,Description,
,,,,,,,,,There is potential here for a 180ish meter + water-midline. It would make for a very scenic and beautiful walk. It is only 15-20m high so would require a little bit of tension but not much.
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,NULL,,
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,The Underworld,,,,,
,,,,,,,,Description,
,,,,,,,,,"A very pretty little gap only 5min from Sleepy Bay carpark. There is an obvious line at the top that on closer inspection reveals a very dodgy boulder for an anchor and a lack of anything on the other side. Bolts are required for it however PLEASE consult Peter Steene (the climber that put up the Mega classic 22 that tops out there) so far attempts to contact him have been unsuccessful and it would be great to avoid straining relationships between parks, climbers and highliners given the publicity of the spot."
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,Dive to Sleepy Bay in freycinet national park and take the walking track. After 5min stay close to the ocean and note the enormous fish shaped boulder and the gap to the right.
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,Walking and taglining and maybe some abseiling
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,The Underworld,,,,
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,NULL,,
,,,,,,Midlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,Line Name
,,,,,,,,Length,
,,,,,,,,,55
,,,,,,,,Height,
,,,,,,,,,10
,,,,,,,,Stars,
,,,,,,,,,0
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,Stepan Novikov and Alex Bog
,,,,,,,,When,
,,,,,,,,,2016.00
,,,,,,,,FA Who,
,,,,,,,,,Stepan Novikov
,,,,,,,,FA When,
,,,,,,,,,8/07/1905
,,,,,,,,Description,
,,,,,,,,,"Great long water-midline, deserves to be rigged more often. There is potential for rigging directly to the fish boulder at a little longer in length."
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,3x 10mm expansion bolts (bring hangers and nuts)
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,NULL
,,,,,,,,Static Main Anchor,
,,,,,,,,,3x 10mm expansion bolts about a 15m abseil down the arrete (bring hangers and nuts)
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,,,Nichols Needle / Cap,,,,,
,,,,,,,,Description,
,,,,,,,,,"Underrated classics abound. If access was easier this would be a contender for a highline festival crag. Pack your bags and head off on an adventure, just don’t forget enough water or to check the wind forecast! Most highlines here require some advanced natural rigging and sketchy roped up climbing to gain dolerite spires, bring a team and some gear."
,,,,,,,,Location,
,,,,,,,,,The area is situated just inland from Bicheno
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,"The Needle can be accessed by rock hopping up the Douglas River from the bridge at the highway and then ascending the Leeaberra Track to Nichols Cap or via the Leeaberra Track southwards from Thompsons Marshes (refer to Douglas-Apsley Map & Notes 2011, and the Parks & Wildlife Service website: www.parks.tas.gov.au). There are bush camping sites near Heritage Falls and Tevelein Falls, and outside the park there is commercial camping at Bicheno and at Lagoons Beach. National park fees apply and park passes can be purchased from the visitor centres in Bicheno and Freycinet, or from Service Tasmania shops state-wide. The fungal root-rot disease Phytophthora cinnamomi, is present in the southern parts of the park. This fungus is carried in soil and water and is easily transported on walking boots, tent pegs and by cars and other equipment. To prevent its spread, please stay on walking tracks where possible and only walk the Leeaberra Track from north to south to minimise the risk of the fungus being spread into the northern part of the park. The park is a fuel stove only area. It should be noted that a more direct access can be taken, if the property owner grants permission, via “The Douglas Camping Ground”. This method takes an old gently rising 4x4 track from the back of his property until it peters out and bush bashing and advanced navigation is required for the remaining 2km in order to join the Leeaberra Track. Contact Chris Wallace for a map of this track (very helpful!)
All water must be carried from the cars and assume an overnight mission is necessary. In summer the douglas river is fairly dry and cannot be relied upon for water."
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,Throw a tagline down from both sides and have someone connect them together in the middle. The climbing rope can be lowered from the needle and all the rigging gear can be pulled up at the same time as the tagline.
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,Nichols Needle / Cap,,,,
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,Line Name
,,,,,,,,Length,
,,,,,,,,,130
,,,,,,,,Height,
,,,,,,,,,60
,,,,,,,,Stars,
,,,,,,,,,0
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,"Brendon Plaza, Ian Bool, Jacob Grenier, Max Peirce, Eric Peirce, Stepan Novikov, Divya Gordon, Chris Wallace"
,,,,,,,,When,
,,,,,,,,,NULL
,,,,,,,,FA Who,
,,,,,,,,,Max Peirce
,,,,,,,,FA When,
,,,,,,,,,NULL
,,,,,,,,Description,
,,,,,,,,,Stunning line and the most obvious king line in the region.
,,,,,,,,Climbing Beta,
,,,,,,,,,"the pillar can be found on Thesarvo. Bring a standard rack of cams from micro to #2 along with a small selection of nuts (micro to large) and roughly 10 alpine draws. Expect the placements to be average and the climbing to be around grade 17 on average rock quality with high ledge fall potential. To find the start scramble up into the large east notch and abseil 10-15m down the other side to a hanging belay on the spiky shrubs. P1 - climb the mossy wall up the easiest weakness, trending left and mounting a few tricky mantles. Follow the line of easiest weakness up the jam crack (passing old piton) and into difficult vegetated mantle. Build belay here. P2 - scramble up diagonal slope to the left (15m). P3 - Up the easy but barely secured boulders, belay from a large boulder and single bolt on the far side of the top. A 60m rope is enough to rap back down into the notch with (30mish)."
,,,,,,,,Warning,
,,,,,,,,,NULL
,,,,,,,,Tension End,
,,,,,,,,,NULL
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,Equalise a couple medium sized eucalyptus trees roughly 12m back from the edge and build a masterpoint on top of the prominent  dolerite boulder/spire.
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,As for main (super long dyneema whoopies and rope pro are handy)
,,,,,,,,Static Main Anchor,
,,,,,,,,," Equalise a number of small shrubs, boulders and the single bolt and medium boulder. Bring rope pro"
,,,,,,,,Static Backup Anchor,
,,,,,,,,,NULL
,,,,,,Midlines,,,
,,,,,,,NULL,,
,,,,,,Waterlines,,,
,,,,,,,NULL,,
,,,,,,Parklines,,,
,,,,,,,NULL,,
,,North West,,,,,,,
,,,Cradle Mountain - Lake St Clair National Park,,,,,,
,,,,Mt Geryon and The Acropolis,,,,,
,,,,,,,,Description,
,,,,,,,,,"Geez, where to begin. If you’re looking for a well packaged highline adventure with all the bells and whistles, this place might interest you, if you don’t have multi day alpine highline experience or a team or 3-4… go and get those things, these adventures are worth it."
,,,,,,,,Location,
,,,,,,,,,The area is situated in the Lake St Clair National park
,,,,,,,,Latitude,
,,,,,,,,,-41.928555
,,,,,,,,Longitude,
,,,,,,,,,146.053954
,,,,,,,,Approach,
,,,,,,,,,"1.5 Days in and out. Take the ferry across lake St Clair and follow the overland track north for a few km to reach the pine valley turn off. Walk to Pine Valley Hut and have lunch here. You now have two options. Option One
The recommended option. Split up the group and have one scramble up the south summit while the other hikes the majority of the gear up the north side. South summit
From Pine Valley take the Acropolis walking track north for about 700m (15min walk) keeping the river system on your right. When a long footbridge crosses the stream, turn left into the bush at a stone cairn, stepping over a fallen tree bordering the track. Follow the barely discernible footpad through the forest using yellow arrows and pink tape markers on the trees to guide you. The track is very overgrown although the bush is fairly open so walking isn’t too challenging. Navigation can be tricky however as long as the creek is always on the left and you are no more than 70m from it (sometimes very close also) you are going in the right direction. Continue winding your way up the stunning valley system passing the pantheon high on your left and eventually catching glimpses of Geryon on the right. The campsite is a small cleared area that should appear within a few minutes of the first Geryon sightings. It is a little dark and usually damp and can be confirmed by the faint hand carved sign that reads “Geryon Campsite”. Pink markers should lead west to the creek (40m away) and continue to a scree slope. It is highly recommended to take this 5min detour to view the opposite side of the valley in order to scope the approach scramble. From the Campsite: Scramble west up the long, steep scree slope, bashing through the occasional growth until you reach steep cliffs. Take the vague footpad ascending south along the exposed bush ledges to just below the ridgeline. A good quality bivy cave can be found here that sleeps two (a tarp would be required to block out driving rain and it is recommended to bring up water as the nearby drip systems cannot be guaranteed for any longer than two days after rainfall). Do not ascend too high, instead turn north and traverse the bushy ledge system under the south spur before dropping down into the notch behind the south summit. Follow the cairns that climb gradually around the west face before ascending a steep and challenging gully to the top (the climbing is a little tricky although rock quality is generally sound, it’s recommended to pass packs up though this section). 
Overall time from the campsite to the south summit is roughly 1.5hrs. North Summit
The larger group should now take as much food and un-necessary supplies off the south team as possible and take the Lake Elysia track north. After roughly 1km it begins to climb steeply up the back of the pantheon until arriving at the high altitude pristine lakes. There is good fairly sheltered camping here although it is recommended to push further along the track and camp closer to Geryon itself on the more exposed top camp. This is not really an official camp spot and due to its fragile alpine nature and difficulty in finding adequate ground to dig holes in, poop tube is a wise idea. 
Small tarns populate the plateau and as such water is never far away (please take care not to contaminate these sources and take water away from them before washing dishes etc)
Ground sheets are also a great idea due to the abrasive nature of the dolerite rock shelves. Option Two
If the party has strong adventure climbers the Geryon traverse is a reasonable option. It have been known to shut down grade 25 climbers before with high levels of wilderness experience. Although only graded 17, the rock is heavily fractured in places and any accidents are instantly extreme given the remoteness of the location. 
If this option is selected additional climbing gear is required. 
(It is worth consulting thesarvo https://bit.ly/38ureGt and/or printed guidebooks for additional information.)"
,,,,,,,,Climbing Beta,
,,,,,,,,,"It is worth consulting thesarvo https://bit.ly/38ureGt and/or printed guidebooks for additional information.
The foresight can be ascended via an easy grade 8 scramble, a small rack of nuts, a couple cams and a few long slings are ample protection. A rope stretching, overhanging 60m rap gets you into the notch from the north peak. "
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,Tagline throws and some sketchy scrambling
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,Mt Geryon and The Acropolis,,,,
,,,,,,,,Description,
,,,,,,,,,NULL
,,,,,,,,Location,
,,,,,,,,,NULL
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Approach,
,,,,,,,,,NULL
,,,,,,,,Amenities,
,,,,,,,,,NULL
,,,,,,,,Tagging,
,,,,,,,,,NULL
,,,,,,,,Warnings,
,,,,,,,,,NULL
,,,,,,Highlines,,,
,,,,,,,1,,
,,,,,,,,Name,
,,,,,,,,,BOB
,,,,,,,,Length,
,,,,,,,,,56
,,,,,,,,Height,
,,,,,,,,,15
,,,,,,,,Stars,
,,,,,,,,,0
,,,,,,,,Latitude,
,,,,,,,,,NULL
,,,,,,,,Longitude,
,,,,,,,,,NULL
,,,,,,,,Who,
,,,,,,,,,Daniel Hoi Shun Ng
,,,,,,,,When,
,,,,,,,,,Jan-15
,,,,,,,,FA Who,
,,,,,,,,,Daniel Hoi Shun Ng
,,,,,,,,FA When,
,,,,,,,,,Feb-15
,,,,,,,,Description,
,,,,,,,,,Easy rigging on this fully bolted highline with ease of line crossing by using the suspension bridge right next to this highline. Daniel brought sport climbing to Cataract Gorge in the 1980’s and has been a contributor to the climbing scene in the gorge for a number of years since the first bolted sport route. He opened the eyes to the potential for fun lines up previously unprotected aretes and blank faces. Now Daniel has also brought the first established highline to the gorge in 2015. This line is remarkably easy to rig and will become a highline that can be rigged on the regular by any slackers passing through.
,,,,,,,,Warning,
,,,,,,,,,As the line crosses about 1m overhead of one of the main gorge walking tracks on the east side it is advisable to ensure public safety is carefully considered whilst rigging and walking.
,,,,,,,,Tension End,
,,,,,,,,,North
,,,,,,,,Tansion Main Anchor,
,,,,,,,,,4 x 8mm thru expansion bolts
,,,,,,,,Tension Backup Anchor,
,,,,,,,,,1 x 8mm thru expansion bolt & tree
,,,,,,,,Static Main Anchor,
,,,,,,,,,3 x 8mm thru expansion bolts
,,,,,,,,Static Backup Anchor,
,,,,,,,,,2 x 8mm thru expansion bolts
